student_star,comments
5,GREAT PROFESSOR! Prepared  prompt  interesting  and fair. He is to the point and business like but is very open to students and helping solve problems.He does answer emails but very quick and direct. I would recommend to anyone. He tries hard to make material relevant and include all of class in discussion.
4.5,He is a great teacher! His teaching methods are awesome and he will help you out a lot if you are interested in a health major! I would definitely recommend him :)
4,I really liked him  his tests were long but not difficult  he is open to listen to your opinion during discussions  and the project is pretty easy. I recomend him.
4.5,I enjoyed his class. Yes  his tests were slightly difficult  but if you study the material you'll be ok. He graded the wellness projects pretty easy  too. He really knows what he's talking about  I would recommend him to anyone!!
5,No he doesn't responed to emails but he is a pretty cool guy and a good teacher
5,Ballard is the man  he only gives you one homework assignment for the entire semester. Though the tests are 70 questions long  they're often over many chapters at a time  meaning if you just read the chapters you'll have no problem. Plus he's funny.
2,His tests are way too complicated and he doesn't respond to e-mail messages.
1,he doesnt explain anything...he isn't a very good teacher
4.5,He is funny  plus He doesn't give much homework
2.5,Dr. Ballard has a dry sense of humor so he's sorta funny. Has a lot of class discussion and always plays devil's advocate! Tests are way too hard and he's a tough grader on articles.
2.5,No Comments
4.5,I can't believe he has a bad rating on here. I loved Dr. Sloan and he was always really eager to help.
5,Sloan is not only the best professor in the world  he is the best person.If you value truth  intellect  and sincerity  you will love and learn so muich from Dr. Sloan. He had done so much meaningful research and written so many books and articles. If you have the privilege of being in his class  you are lucky lucky lucky.
1.5,HORRIBLE!! I dropped this class a few weeks in and my entire load of the semester was cut in half. TOOOO much busy work and talk about BORING.
2,Sloan expects you to produce the best work of your college career when you have absolutely NO EARTHLY IDEA what the assignment is or means!!! Give me a break!
1,Sloan doesn't even give you a chance to raise your grade. I took this class senior year  missed two quizzes out of 6 and he told me to drop it or he would give me an automatic f. Sloan needs to give students some time. I was also a high B student.
3,No Comments
5,Simply put: The finest history professor I have ever had.
5,Keine Sorgen mein Fruend!!Du wirst bestimmt eine bessere Stelle finden!!!
2,The classes he taught before getting finding out he's getting fired were amazing. Definitely one of the best professors. But he's gotten bad this semester. Can't blame him since he is losing his job.
4.5,Prof. Keller is a fair professor who values class participation. He's also willing to help a student out or be flexible if a student has problems.
4,No Comments
5,Very good
5,No Comments
5,No Comments
5,Great Instructor  kind of a cone-shaped head though.
2.5,This guy was ok but you have to work hard. He curves tests which is his only saving grace. I have a lot of trouble sometimes because he was very unclear about subject matter but after all I guess its Economics.
4.5,If you show up for class and pay attention you can get a good grade in this class. Attendance is very important in this class. When a bunch of people skip class he sometimes gives additional points to people who showed up.
